iter	Logloss
0	0.522326835
1	0.4061355248
2	0.3351022807
3	0.2586317817
4	0.2207155832
5	0.1783810897
6	0.1544972393
7	0.1377078649
8	0.1252213531
9	0.1109361474
10	0.1005588844
11	0.08964636651
12	0.08508900382
13	0.08054612545
14	0.07453022741
15	0.07197514964
16	0.06612017049
17	0.06294096576
18	0.06013608814
19	0.05702933392
20	0.05453851988
21	0.05391667311
22	0.05135678554
23	0.048402715
24	0.04628920258
25	0.04536697375
26	0.04374998943
27	0.04195858113
28	0.0404822796
29	0.03928185027
30	0.03762714284
31	0.03703643017
32	0.03544827807
33	0.03497710824
34	0.03371229466
35	0.03236572636
36	0.03131864766
37	0.03093861047
38	0.03048670718
39	0.02949137094
40	0.0290471116
41	0.0288637462
42	0.02855579497
43	0.02769444395
44	0.02745099054
45	0.02625152231
46	0.02578669943
47	0.02546281998
48	0.02486528271
49	0.02465490999
50	0.02454889878
51	0.02426386231
52	0.02348192979
53	0.02261705803
54	0.02235111402
55	0.0220786988
56	0.02182075877
57	0.02117352289
58	0.02082216405
59	0.02064159588
60	0.02054170848
61	0.02034211179
62	0.02016820648
63	0.01976133791
64	0.01903694806
65	0.01893144544
66	0.01869835744
67	0.01851633262
68	0.01830273038
69	0.01802001892
70	0.0178554218
71	0.01774144733
72	0.01755714977
73	0.01729654409
74	0.0168915967
75	0.01666753233
76	0.01647670271
77	0.01643571068
78	0.01628775152
79	0.01607701747
80	0.01602133932
81	0.01586913834
82	0.01554211889
83	0.0152900422
84	0.01500621609
85	0.01482605504
86	0.01438232027
87	0.01435753646
88	0.01420286247
89	0.01410440503
90	0.01404561721
91	0.01394854461
92	0.01384573859
93	0.01368495558
94	0.01343448881
95	0.01333103881
96	0.0132042018
97	0.01310485236
98	0.01303661731
99	0.0129438518
100	0.01286686782
101	0.01267269086
102	0.01257580339
103	0.0125196845
104	0.01247497304
105	0.0122786104
106	0.0120482219
107	0.01191208741
108	0.011679426
109	0.0115837801
110	0.01147393006
111	0.011387886
112	0.01126093258
113	0.01117118675
114	0.01105919398
115	0.01095975956
116	0.01091662867
117	0.01087043535
118	0.01080634018
119	0.01065263113
120	0.01057643645
121	0.01052251396
122	0.01041216226
123	0.01022582149
124	0.01014166055
125	0.009911523625
126	0.009837017133
127	0.009644518983
128	0.009610627775
129	0.009361135973
130	0.009259932521
131	0.009163283278
132	0.009123572734
133	0.008829020492
134	0.008667176911
135	0.008625106631
136	0.008505643846
137	0.008409554466
138	0.008365509476
139	0.008252311792
140	0.007972587456
141	0.007888821791
142	0.00778478244
143	0.007745088544
144	0.007605777959
145	0.007490060284
146	0.007429970637
147	0.007350490122
148	0.00726803537
149	0.007168554463
150	0.007080837449
151	0.006961943626
152	0.00688554331
153	0.006791401552
154	0.006763270578
155	0.006687746126
156	0.006601634374
157	0.00650261352
158	0.006420849704
159	0.006349104372
160	0.006259761232
161	0.006138335035
162	0.00603127001
163	0.005990224318
164	0.005917271635
165	0.005750262843
166	0.005647360244
167	0.005552699625
168	0.005498422055
169	0.005426910637
170	0.00537205619
171	0.005308555796
172	0.005237882266
173	0.005196735832
174	0.005125639221
175	0.00501158092
176	0.004987993832
177	0.004938712847
178	0.00490721564
179	0.004810970178
180	0.004773636503
181	0.004694274378
182	0.004625855195
183	0.004583382895
184	0.004526216574
185	0.004480607531
186	0.004430452991
187	0.004368880546
188	0.004341621394
189	0.004297319636
190	0.004235771754
191	0.004202600961
192	0.004133826974
193	0.004095142283
194	0.004053900485
195	0.004023459534
196	0.004000019323
197	0.003958197113
198	0.003919127544
199	0.003874407044
200	0.003874395669
201	0.003824207179
202	0.003787242449
203	0.003753506024
204	0.003695361954
205	0.003667124868
206	0.003604720182
207	0.003537300753
208	0.003537262309
209	0.003493590759
210	0.003493355876
211	0.003493355876
212	0.003493355876
213	0.003493355876
214	0.003493355876
215	0.003493355876
216	0.003493355876
217	0.003493355876
218	0.003493355876
219	0.003493355876
220	0.003493355876
221	0.003493355876
222	0.003493355876
223	0.003493355876
224	0.003493355876
225	0.003493355876
226	0.003493355876
227	0.003493355876
228	0.003493355876
229	0.003493355876
230	0.003493355876
231	0.003493355876
232	0.003493355876
233	0.003493355876
234	0.003493355876
235	0.003493355876
236	0.003493355876
